76|38.426949|39.095488|10
75|39.101106|39.769645|8
71|39.775263|40.443802|6
73|40.449420|41.792116|7
71|41.797734|43.140430|6
76|45.842676|48.533686|10
69|48.539304|50.556157|7
73|51.235932|53.926942|8
76|53.932560|55.275256|9
75|55.280874|56.623570|7
76|56.629188|57.971884|6
78|57.977502|59.320198|7
80|59.325816|62.016826|8
80|62.022444|63.365140|8
78|63.370758|64.039297|6
83|64.044915|64.376376|9
83|67.415700|68.084239|10
81|68.089857|68.758396|9
80|68.764014|69.432553|8
78|69.438171|69.769632|7
80|72.808956|73.477495|8
78|73.483113|74.151652|7
80|74.157270|74.825809|8
81|74.831427|75.162888|6
83|78.202212|78.870751|7
81|78.876369|79.544908|6
80|79.550526|80.219065|7
78|80.224683|80.556144|6
76|83.595468|84.264007|8
75|84.269625|84.938164|7
76|84.943782|85.612321|6
78|85.617939|86.286478|7
83|86.292096|88.415691|10
76|151.932383|152.600922|9
75|152.606540|153.275079|8
71|153.280697|153.949236|6
73|153.954854|155.297550|7
71|155.303168|156.645864|6
76|159.348110|162.039120|10
69|162.044738|164.061591|7
73|164.741366|167.432376|8
76|167.437994|168.780690|9
75|168.786308|170.129004|7
76|170.134622|171.477318|6
78|171.482936|172.825632|7
80|172.831250|175.522260|8
80|175.527878|176.870574|8
78|176.876192|177.544731|6
83|177.550349|177.881810|9
83|180.921134|181.589673|10
81|181.595291|182.263830|9
80|182.269448|182.937987|8
78|182.943605|183.275066|7
80|186.314390|186.982929|8
78|186.988547|187.657086|7
80|187.662704|188.331243|8
81|188.336861|188.668322|6
83|191.707646|192.376185|7
81|192.381803|193.050342|6
80|193.055960|193.724499|7
78|193.730117|194.061578|6
76|197.100902|197.769441|8
75|197.775059|198.443598|7
76|198.449216|199.117755|6
78|199.123373|199.791912|7
83|199.797530|201.921125|10
81|202.494158|203.162697|9
80|203.168315|203.499776|8
78|203.505394|203.836854|7
76|203.842472|204.173933|6
75|204.179551|204.511011|7
76|204.516629|204.848090|8
78|204.853708|205.185168|9
71|205.190786|207.713257|6
83|207.887414|208.558173|10
81|208.564346|209.298914|9
80|209.305087|210.145081|8
78|210.153702|211.179564|7
80|240.851093|242.193789|8
78|242.199407|242.949016|7
83|242.955345|243.708510|10
76|243.714839|245.446723|8
71|245.453969|246.445636|6
78|246.453969|247.445636|7
80|247.453969|252.445636|8
