79|3.124999|3.312499
79|3.333332|3.547100
81|3.550723|3.764491
81|3.768114|3.981883
82|3.985506|4.199274
82|4.202897|4.416665
81|4.420288|4.634056
81|4.637679|4.851448
79|4.855071|5.068839
79|5.072462|5.286230
74|5.289853|5.503621
74|5.507244|5.721013
70|5.724636|5.938404
70|5.942027|6.155795
67|6.159418|6.373186
67|6.376809|6.590578
77|6.594201|6.807969
77|6.811592|7.024532
75|7.028103|7.240991
75|7.244615|7.461020
74|7.464696|7.681608
75|7.685284|7.903406
77|7.907194|8.133708
75|8.137555|8.287554
77|8.291401|8.444287
75|8.448255|9.639310
75|9.888834|10.120293
75|10.124024|10.333187
77|10.336476|10.522516
77|10.525565|10.699579
79|10.702486|10.872911
79|10.875785|11.047296
81|11.050203|11.223137
81|11.226114|11.404314
77|11.407401|11.594095
77|11.597300|11.790451
72|11.793785|11.998127
72|12.001750|12.244559
75|12.248725|12.493978
75|12.498076|12.686988
74|12.691154|12.945099
74|12.949563|13.220491
72|13.225208|13.511770
74|13.516770|13.821293
75|13.826612|14.151398
74|14.160119|14.734446
86|14.798962|15.971908
74|17.085813|17.514548
67|17.518020|17.712694
70|17.715858|17.902567
74|17.905732|18.090947
72|18.094111|18.292113
74|18.295537|18.699786
67|18.703164|18.901729
70|18.905019|19.096209
74|19.099374|19.286083
72|19.289247|19.475956
74|19.479120|19.866337
67|19.869670|20.064718
70|20.067923|20.252734
75|20.255820|20.437919
74|20.441005|20.623432
75|20.626557|21.011325
67|21.014658|21.207675
70|21.210922|21.398072
75|21.401197|21.585632
74|21.588796|21.778160
75|21.781449|22.133076
75|22.171051|22.357700
74|22.360825|22.547257
75|22.550421|22.739403
76|22.742650|22.934208
77|22.937455|23.310670
77|23.313795|23.498170
79|23.501295|23.685670
77|23.688795|23.874940
79|23.878104|24.066923
74|24.070128|25.244371
86|25.247661|25.638745
79|25.641991|25.831998
82|25.835123|26.021159
86|26.024324|26.209095
84|26.212220|26.397702
86|26.400867|26.783051
79|26.786298|26.979287
82|26.982534|27.170689
86|27.173814|27.356279
84|27.359366|27.540599
86|27.543647|27.908375
79|27.911500|28.097833
82|28.100998|28.291928
87|28.295218|28.487298
86|28.490462|28.677171
87|28.680336|29.051342
79|29.054428|29.236527
82|29.239613|29.423495
87|29.426659|29.615251
86|29.618498|29.811658
87|29.814948|30.216619
87|30.219908|30.411430
86|30.414635|30.601454
87|30.604579|30.787044
88|30.790131|30.971364
89|30.974412|31.345553
89|31.348758|31.543281
91|31.546571|31.737542
89|31.740707|31.926542
91|31.929747|32.117876
86|32.121081|33.364626
82|33.368004|33.947395
74|33.950600|34.143378
74|34.146583|34.334373
75|34.337620|34.531383
75|34.534717|35.131756
72|35.135135|35.331414
81|35.334661|35.526219
79|35.529466|35.707605
81|35.727605|36.251723
72|36.309914|36.485526
72|36.504757|36.678687
74|36.698167|36.875828
74|36.896098|37.245561
70|37.284736|37.452227
70|37.470881|37.637547
79|37.656066|37.822964
77|37.841813|38.014194
79|38.033674|38.607772
70|38.610977|38.789877
70|38.792889|38.971003
72|38.974052|39.157320
72|39.160445|39.719820
69|39.722945|39.911847
74|39.915052|40.104154
72|40.107359|40.296462
74|40.299667|41.338127
82|41.453512|41.966170
82|42.023618|42.191609
82|42.209681|42.374493
