52|2.696628|2.859549|0
59|3.033707|3.196628|0
64|3.370785|3.533706|0
71|3.370785|3.533706|0
59|3.707863|3.870785|0
59|4.382021|4.713481|0
64|4.719099|4.966290|0
71|4.719099|4.966290|0
59|5.056177|5.303368|0
52|5.393256|5.556177|0
59|5.730334|5.893256|0
71|6.067413|6.230334|0
64|6.067413|6.230334|0
59|6.404491|6.567413|0
59|7.078648|7.410109|0
71|7.415727|7.662918|0
64|7.415727|7.662918|0
59|7.752806|7.999996|0
52|8.089884|8.252805|0
59|8.426963|8.589884|0
71|8.764041|8.926962|0
64|8.764041|8.926962|0
59|9.101119|9.264041|0
59|9.775277|10.106737|0
71|10.112355|10.359546|0
64|10.112355|10.359546|0
59|10.449433|10.696624|0
52|10.786512|10.949433|0
59|11.123591|11.286512|0
71|11.460669|11.623590|0
64|11.460669|11.623590|0
59|11.797747|11.960669|0
59|12.471904|12.803365|0
71|12.808983|13.056174|0
64|12.808983|13.056174|0
59|13.146062|13.393252|0
52|13.483140|13.646061|0
59|13.820218|13.983140|0
64|14.157297|14.320218|0
71|14.157297|14.320218|0
59|14.494376|14.657297|0
59|15.168532|15.499993|0
64|15.505611|15.752802|0
71|15.505611|15.752802|0
51|15.842690|16.089880|0
49|16.179768|16.342689|0
56|16.516846|16.679768|0
68|16.853925|17.016846|0
73|16.853925|17.016846|0
56|17.191004|17.353925|0
56|17.865160|18.196621|0
68|18.202239|18.449430|0
73|18.202239|18.449430|0
47|18.539317|18.786508|0
45|18.876396|19.039317|0
52|19.213475|19.376396|0
73|19.550553|19.713474|0
69|19.550553|19.713474|0
52|19.887632|20.050553|0
52|20.561788|20.893249|0
73|20.898867|21.146058|0
69|20.898867|21.146058|0
45|21.235945|21.483136|0
73|22.247181|22.915720|0
71|22.921338|23.589877|0
73|23.595495|23.758416|0
75|23.932574|24.095495|0
49|24.269652|24.432573|0
56|24.606731|24.769652|0
68|24.943809|25.106730|0
73|24.943809|25.106730|0
56|25.280887|25.443809|0
56|25.955044|26.286505|0
68|26.292123|26.623584|0
73|26.292123|26.623584|0
47|26.629202|26.960662|0
45|26.966280|27.129201|0
52|27.303358|27.466280|0
73|27.640437|27.803358|0
69|27.640437|27.803358|0
52|27.977515|28.140437|0
52|28.651673|28.983133|0
73|28.988751|29.235942|0
69|28.988751|29.235942|0
52|29.325830|29.573020|0
45|29.662908|29.825829|0
52|29.999986|30.162908|0
73|30.337065|30.499986|0
69|30.337065|30.499986|0
52|30.674143|30.837065|0
52|31.348301|31.679761|0
73|31.685379|31.932570|0
69|31.685379|31.932570|0
45|32.022458|32.269648|0
76|33.033693|33.702232|0
66|33.033693|33.702232|0
75|33.707850|35.050546|0
66|33.707850|35.050546|0
73|43.820205|44.488744|0
71|44.494362|45.162901|0
73|45.168519|45.499980|0
75|45.505598|45.837058|0
69|50.561775|50.893236|0
71|50.898854|51.230314|0
76|64.719072|64.881993|0
76|65.056151|65.219072|0
88|65.393229|65.556150|0
76|65.730307|65.893229|0
87|66.067386|66.230307|0
76|66.404465|66.567386|0
85|66.741543|66.904464|0
76|67.078621|67.241543|0
76|69.775250|70.106710|0
73|70.112328|70.275249|0
73|70.449406|70.612328|0
85|70.786485|70.949406|0
73|71.123564|71.286485|0
83|71.460642|71.623563|0
73|71.797720|71.960642|0
81|72.134799|72.297720|0
73|72.471878|72.634799|0
76|75.505584|75.668505|0
76|75.842663|76.005584|0
88|76.179741|76.342662|0
76|76.516819|76.679741|0
87|76.853898|77.016819|0
76|77.190977|77.353898|0
85|77.528055|77.690976|0
76|77.865133|78.028055|0
76|80.561762|80.893222|0
73|80.898840|81.061761|0
73|81.235918|81.398840|0
85|81.572997|81.735918|0
73|81.910076|82.072997|0
83|82.247154|82.410075|0
73|82.584232|82.747154|0
81|82.921311|83.084232|0
73|83.258389|83.421311|0
71|89.325802|89.488724|0
83|89.662881|89.825802|0
78|89.662881|89.825802|0
76|89.999960|90.162881|0
71|90.674116|90.837038|0
83|91.011195|91.174116|0
78|91.011195|91.174116|0
76|91.348274|91.511195|0
68|92.022430|92.185352|0
85|92.359509|92.522430|0
80|92.359509|92.522430|0
68|93.370745|93.533666|0
85|93.707823|93.870744|0
80|93.707823|93.870744|0
69|94.719059|94.881980|0
76|95.056137|95.219058|0
85|95.056137|95.219058|0
71|96.067373|96.230294|0
83|96.404451|96.567372|0
78|96.404451|96.567372|0
85|97.758383|98.348270|0
87|98.426922|98.904450|0
88|99.101079|99.258382|0
90|99.438158|99.601079|0
61|99.775236|99.938157|0
68|100.112314|100.275236|0
85|100.449393|100.612314|0
80|100.449393|100.612314|0
68|100.786472|100.949393|0
61|101.123550|101.286471|0
68|101.460628|101.623550|0
80|101.797707|101.960628|0
85|101.797707|101.960628|0
68|102.134785|102.297707|0
66|102.471864|102.634785|0
69|102.808943|102.971864|0
85|103.146021|103.308942|0
81|103.146021|103.308942|0
69|103.483099|103.646021|0
66|103.820178|103.983099|0
69|104.157257|104.320178|0
85|104.494335|104.657256|0
81|104.494335|104.657256|0
69|104.831413|104.994335|0
66|105.168492|105.331413|0
69|105.505571|105.668492|0
81|105.842649|106.005570|0
85|105.842649|106.005570|0
69|106.179727|106.342649|0
66|106.516806|106.679727|0
69|106.853884|107.016806|0
81|107.190963|107.353884|0
85|107.190963|107.353884|0
69|107.528042|107.690963|0
66|107.865120|108.028041|0
69|108.202198|108.365120|0
85|108.539277|108.702198|0
81|108.539277|108.702198|0
69|108.876356|109.039277|0
66|109.213434|109.376355|0
69|109.550512|109.713434|0
83|109.887591|110.050512|0
87|109.887591|110.050512|0
69|110.224670|110.387591|0
66|110.561748|110.724669|0
69|110.898826|111.061748|0
81|111.235905|111.398826|0
85|111.235905|111.398826|0
69|111.572983|111.735905|0
66|111.910062|112.072983|0
69|112.247141|112.410062|0
87|112.584219|112.747140|0
83|112.584219|112.747140|0
69|112.921297|113.084219|0
71|113.595455|113.758376|0
83|113.932533|114.095454|0
78|113.932533|114.095454|0
71|114.943769|115.106690|0
83|115.280847|115.443768|0
78|115.280847|115.443768|0
64|115.955004|116.117925|0
80|115.955004|116.117925|0
66|116.123543|116.286465|0
81|116.123543|116.286465|0
68|116.292082|116.455004|0
83|116.292082|116.455004|0
69|116.460622|116.623543|0
85|116.460622|116.623543|0
68|116.629161|117.634779|0
83|116.629161|117.634779|0
66|117.640396|117.971857|0
81|117.640396|117.971857|0
64|117.977475|118.308936|0
80|117.977475|118.308936|0
63|118.314554|118.646014|0
78|118.314554|118.646014|0
64|118.651632|119.657250|0
76|118.651632|119.657250|0
66|119.662868|119.994328|0
78|119.662868|119.994328|0
64|119.999946|120.331407|0
76|119.999946|120.331407|0
63|120.337024|120.668485|0
75|120.337024|120.668485|0
61|120.674103|121.005564|0
73|120.674103|121.005564|0
59|121.011181|121.342642|0
71|121.011181|121.342642|0
71|121.348260|122.016799|0
59|121.348260|122.016799|0
64|122.022417|123.702192|0
76|122.022417|123.702192|0
59|123.707809|124.039270|0
71|123.707809|124.039270|0
73|124.044888|124.713427|0
61|124.044888|124.713427|0
78|124.719045|125.387584|0
66|124.719045|125.387584|0
76|125.393202|126.061741|0
64|125.393202|126.061741|0
75|126.067359|126.567359|0
63|126.067359|126.567359|0
76|126.741516|127.410055|0
88|126.741516|127.410055|0
75|127.415673|127.747134|0
87|127.415673|127.747134|0
76|127.752752|128.084212|0
88|127.752752|128.084212|0
75|128.089830|128.758369|0
87|128.089830|128.758369|0
73|128.763987|129.432526|0
85|128.763987|129.432526|0
71|129.438144|130.106683|0
83|129.438144|130.106683|0
69|130.112301|130.780840|0
81|130.112301|130.780840|0
68|130.786458|131.454997|0
80|130.786458|131.454997|0
66|131.460615|132.129154|0
78|131.460615|132.129154|0
73|132.134772|132.803311|0
85|132.134772|132.803311|0
71|132.808929|133.140390|0
