54|0.357142|0.678571|0
61|0.714285|1.035713|0
42|0.000000|1.392856|0
57|1.071427|1.749998|0
50|1.785712|2.107141|0
62|2.142855|2.464283|0
45|1.428570|2.821426|0
57|2.499997|3.178568|0
52|3.214282|3.535711|0
45|2.857140|3.892853|0
61|3.571425|3.892853|0
57|3.928567|4.249996|0
45|3.928567|4.249996|0
56|4.285710|4.607138|0
57|4.642852|4.964281|0
59|4.999995|5.321423|0
40|4.285710|5.678566|0
52|5.357137|6.035708|0
54|6.071422|6.392851|0
61|6.428565|6.749993|0
42|5.714280|7.107136|0
57|6.785707|7.464278|0
50|7.499992|7.821421|0
62|7.857135|8.178563|0
45|7.142850|8.535706|0
57|8.214277|8.892848|0
52|8.928562|9.249991|0
45|8.571420|9.607133|0
61|9.285705|9.607133|0
57|9.642847|9.964276|0
45|9.642847|9.964276|0
56|9.999990|10.321418|0
57|10.357132|10.678561|0
59|10.714275|11.035703|0
40|9.999990|11.392846|0
52|11.071417|11.749988|0
54|11.785702|12.107131|0
61|12.142845|12.464273|0
42|11.428560|12.821416|0
57|12.499987|13.178558|0
50|13.214272|13.535701|0
62|13.571415|13.892843|0
45|12.857130|14.249986|0
57|13.928557|14.607128|0
52|14.642842|14.964271|0
45|14.285700|15.321413|0
61|14.999985|15.321413|0
57|15.357127|15.678556|0
45|15.357127|15.678556|0
56|15.714270|16.035698|0
57|16.071412|16.392841|0
59|16.428555|16.749983|0
40|15.714270|17.107126|0
52|16.785697|17.464268|0
54|17.499982|17.821411|0
61|17.857125|18.178553|0
42|17.142840|18.535696|0
57|18.214267|18.892838|0
50|18.928552|19.249981|0
62|19.285695|19.607123|0
45|18.571410|19.964266|0
57|19.642837|20.321408|0
52|20.357122|20.678551|0
45|19.999980|21.035693|0
61|20.714265|21.035693|0
57|21.071407|21.392836|0
45|21.071407|21.392836|0
56|21.428550|21.749978|0
57|21.785692|22.107121|0
59|22.142835|22.464263|0
40|21.428550|22.821406|0
52|22.499977|23.178548|0
54|23.214262|23.535691|0
61|23.571405|23.892833|0
42|22.857120|24.249976|0
57|23.928547|24.607118|0
50|24.642832|24.964261|0
62|24.999975|25.321403|0
45|24.285690|25.678546|0
57|25.357117|26.035688|0
52|26.071402|26.392831|0
45|25.714260|26.749973|0
61|26.428545|26.749973|0
57|26.785687|27.107116|0
45|26.785687|27.107116|0
56|27.142830|27.464258|0
57|27.499972|27.821401|0
59|27.857115|28.178543|0
40|27.142830|28.535686|0
52|28.214257|28.892828|0
54|28.928542|29.249971|0
61|29.285685|29.607113|0
42|28.571400|29.964256|0
57|29.642827|30.321398|0
50|30.357112|30.678541|0
62|30.714255|31.035683|0
38|29.999970|31.392826|0
57|31.071397|31.749968|0
52|31.785682|32.107111|0
45|31.428540|32.464253|0
61|32.142825|32.464253|0
57|32.499967|32.821396|0
45|32.499967|32.821396|0
56|32.857110|33.178538|0
57|33.214252|33.535681|0
40|32.857110|34.214251|0
59|33.571395|34.214251|0
54|34.642822|34.964251|0
57|34.999965|35.321393|0
49|34.999965|35.321393|0
49|35.255917|35.321393|0
57|35.322881|35.644310|0
42|34.285680|35.678536|0
50|36.071392|36.392821|0
62|36.428535|36.749963|0
54|35.290143|37.040142|0
45|35.714250|37.107106|0
57|36.785677|37.464248|0
52|37.499962|37.821391|0
45|37.142820|38.178533|0
61|37.857105|38.178533|0
57|38.214247|38.535676|0
45|38.214247|38.535676|0
