63,0,0.350649,6
70,0.38961,0.740259,7
75,0.77922,1.480518,10
59,1.55844,1.909089,6
66,1.94805,2.298699,7
71,2.33766,3.038958,10
61,3.11688,3.467529,6
68,3.50649,3.857139,7
73,3.8961,4.597398,10
58,4.67532,5.025969,6
65,5.06493,5.415579,7
70,5.45454,6.155838,10
63,6.23376,6.584409,6
70,6.62337,6.974019,7
75,7.01298,7.714278,10
59,7.7922,8.142849,6
66,8.18181,8.532459,7
71,8.57142,9.272718,10
66,9.35064,9.701289,6
73,9.74025,10.090899,7
78,10.12986,10.831158,10
61,10.90908,11.259729,6
68,11.29869,11.649339,7
73,11.6883,12.389598,10
68,12.46752,12.818169,6
75,12.85713,13.207779,8
83,13.24674,13.948038,10
64,14.02596,14.376609,6
71,14.41557,14.766219,7
76,14.80518,15.506478,9
71,15.5844,15.935049,6
78,15.97401,16.324659,7
87,16.36362,17.064918,10
66,17.14284,17.493489,6
73,17.53245,17.883099,7
82,17.92206,18.623358,10
64,18.70128,19.753227,6
71,19.87011,20.220759,7
76,20.25972,21.662316,10
66,21.81816,22.168809,6
73,22.20777,22.558419,7
78,22.59738,24.701274,10
51,24.93504,25.285689,6
51,24.93504,25.285689,6
58,25.32465,25.675299,7
63,25.71426,26.415558,10
47,26.49348,26.844129,6
47,26.49348,26.844129,6
54,26.88309,27.233739,7
59,27.2727,27.973998,10
49,28.05192,28.402569,6
49,28.05192,28.402569,6
56,28.44153,28.792179,7
61,28.83114,29.532438,10
46,29.61036,29.961009,6
46,29.61036,29.961009,6
53,29.99997,30.350619,7
58,30.38958,31.090878,10
51,31.1688,31.519449,7
51,31.1688,31.519449,6
58,31.55841,31.909059,7
63,31.94802,32.649318,10
47,32.72724,33.077889,6
47,32.72724,33.077889,6
54,33.11685,33.467499,7
59,33.50646,34.207758,10
54,34.28568,34.636329,6
61,34.67529,35.025939,10
42,34.28568,35.688276,6
66,35.0649,35.766198,9
49,35.84412,36.194769,6
49,35.84412,36.194769,6
56,36.23373,36.584379,7
61,36.62334,37.324638,10
56,37.40256,37.753209,6
63,37.79217,38.142819,10
44,37.40256,38.805156,6
71,38.18178,38.883078,10
52,38.961,39.311649,6
52,38.961,39.311649,6
59,39.35061,39.701259,7
64,39.74022,40.441518,9
59,40.51944,40.870089,6
66,40.90905,41.259699,8
47,40.51944,41.922036,6
75,41.29866,41.999958,10
54,42.07788,42.428529,6
61,42.46749,42.818139,10
42,42.07788,43.480476,6
70,42.8571,43.558398,10
52,43.63632,44.688267,6
59,44.80515,45.155799,9
44,43.63632,46.441512,6
64,45.19476,46.597356,10
49,46.7532,46.928525,8
42,46.7532,46.928525,6
54,46.7532,47.103849,10
49,46.948005,47.12333,8
42,46.948005,47.12333,6
49,47.14281,47.318134,10
42,47.14281,47.318134,6
61,47.14281,47.493459,10
49,47.337615,47.51294,8
42,47.337615,47.51294,6
49,47.53242,47.883069,10
42,47.53242,47.883069,6
49,47.92203,48.097355,10
42,47.92203,48.097355,6
49,48.116835,48.29216,10
42,48.116835,48.29216,6
49,48.31164,48.486964,10
42,48.31164,48.486964,6
49,48.506445,48.68177,10
42,48.506445,48.68177,6
49,48.70125,49.051899,10
42,48.70125,49.051899,6
66,47.53242,49.636314,10
49,49.09086,49.792158,8
42,49.09086,49.792158,6
51,49.87008,50.220729,7
51,49.87008,50.220729,6
58,50.25969,50.610339,7
63,50.6493,51.350598,10
47,51.42852,51.779169,6
47,51.42852,51.779169,6
54,51.81813,52.168779,7
59,52.20774,52.909038,10
49,52.98696,53.337609,6
49,52.98696,53.337609,6
56,53.37657,53.727219,7
61,53.76618,54.467478,10
46,54.5454,54.896049,6
46,54.5454,54.896049,6
53,54.93501,55.285659,7
58,55.32462,56.025918,10
51,56.10384,56.454489,7
51,56.10384,56.454489,6
58,56.49345,56.844099,7
63,56.88306,57.584358,10
47,57.66228,58.012929,6
47,57.66228,58.012929,6
54,58.05189,58.402539,7
59,58.4415,59.142798,10
54,59.22072,59.571369,6
61,59.61033,59.960979,10
42,59.22072,60.623316,6
66,59.99994,60.701238,9
49,60.77916,61.129809,6
49,60.77916,61.129809,6
56,61.16877,61.519419,7
61,61.55838,62.259678,10
56,62.3376,62.688249,6
63,62.72721,63.077859,10
44,62.3376,63.740196,6
71,63.11682,63.818118,10
52,63.89604,64.246689,6
52,63.89604,64.246689,6
59,64.28565,64.636299,7
64,64.67526,65.376558,9
59,65.45448,65.805129,6
66,65.84409,66.194739,8
47,65.45448,66.857076,6
75,66.2337,66.934998,10
54,67.01292,67.363569,6
61,67.40253,67.753179,10
42,67.01292,68.415516,6
70,67.79214,68.493438,10
52,68.57136,69.623307,6
59,69.74019,70.090839,9
44,68.57136,71.376552,6
64,70.1298,71.532396,10
54,71.68824,72.038889,6
61,72.07785,72.428499,10
49,71.68824,74.493432,6
66,72.46746,74.571354,10
51,74.80512,75.155769,6
51,74.80512,75.155769,6
51,75.19473,75.545379,6
51,75.58434,75.857067,6
58,74.80512,75.857067,10
51,75.97395,76.149275,7
51,75.97395,76.149275,6
58,75.97395,76.149275,10
51,76.168755,76.324599,6
58,76.168755,76.34408,10
47,76.36356,76.714209,6
47,76.36356,76.714209,6
47,76.75317,77.103819,6
47,77.14278,77.415507,6
54,76.36356,77.415507,8
47,77.53239,77.707715,6
47,77.53239,77.707715,6
54,77.53239,77.707715,8
47,77.727195,77.883039,6
54,77.727195,77.902519,8
49,77.922,78.272649,6
49,77.922,78.272649,6
49,78.31161,78.662259,6
49,78.70122,78.973947,6
54,77.922,78.973947,9
49,79.09083,79.266154,6
49,79.09083,79.266154,6
54,79.09083,79.266154,10
49,79.285635,79.441479,7
54,79.285635,79.46096,10
46,79.48044,79.831089,6
46,79.48044,79.831089,6
46,79.87005,80.220699,6
46,80.25966,80.532387,6
53,79.48044,80.532387,10
46,80.64927,80.824595,7
46,80.64927,80.824595,6
53,80.64927,80.824595,10
46,80.844075,80.999919,6
53,80.844075,81.0194,8
51,81.03888,81.389529,7
51,81.03888,81.389529,6
51,81.42849,81.779139,6
51,81.8181,82.090827,6
58,81.03888,82.090827,10
51,82.20771,82.383035,7
51,82.20771,82.383035,6
58,82.20771,82.383035,10
51,82.402515,82.558359,6
58,82.402515,82.577839,10
47,82.59732,82.947969,6
47,82.59732,82.947969,6
47,82.98693,83.337579,6
47,83.37654,83.649267,6
54,82.59732,83.649267,8
47,83.76615,83.941474,6
47,83.76615,83.941474,6
54,83.76615,83.941474,8
47,83.960955,84.116799,6
54,83.960955,84.13628,10
42,84.15576,84.506409,6
42,84.15576,84.506409,6
42,84.54537,84.896019,6
42,84.93498,85.207707,7
47,84.15576,85.207707,10
42,85.32459,85.499915,7
42,85.32459,85.499915,7
47,85.32459,85.499915,10
42,85.519395,85.675239,7
47,85.519395,85.69472,8
49,85.7142,86.064849,9
49,85.7142,86.064849,9
49,86.10381,86.454459,9
44,85.7142,86.766147,6
49,86.49342,86.766147,10
44,86.88303,87.058355,6
49,86.88303,87.058355,9
49,86.88303,87.058355,9
49,87.077835,87.233679,9
44,87.077835,87.253159,6
44,87.27264,87.623289,6
44,87.27264,87.623289,6
44,87.66225,88.012899,6
44,88.05186,88.324587,6
51,87.27264,88.324587,10
44,88.44147,88.616794,7
44,88.44147,88.616794,6
51,88.44147,88.616794,10
44,88.636275,88.792119,6
51,88.636275,88.811599,7
52,88.83108,89.181729,8
52,88.83108,89.181729,8
52,89.22069,89.571339,8
47,88.83108,89.883027,7
52,89.6103,89.883027,10
47,89.99991,90.175235,7
52,89.99991,90.175235,9
52,89.99991,90.175235,8
52,90.194715,90.350559,8
47,90.194715,90.37004,7
47,90.38952,90.740169,7
47,90.38952,90.740169,7
47,90.77913,91.129779,7
47,91.16874,91.441467,6
54,90.38952,91.441467,8
47,91.55835,91.733675,6
47,91.55835,91.733675,6
54,91.55835,91.733675,8
47,91.753155,91.908999,6
54,91.753155,91.92848,10
42,91.94796,92.298609,6
42,91.94796,92.298609,6
42,92.33757,92.688219,6
42,92.72718,92.999907,6
49,91.94796,92.999907,10
42,93.11679,93.292114,6
42,93.11679,93.292114,6
49,93.11679,93.292114,10
42,93.311595,93.467439,6
49,93.311595,93.486919,8
40,93.5064,94.558347,6
47,93.5064,94.558347,10
40,94.67523,94.850555,8
47,94.67523,94.850555,10
40,94.870035,95.04536,8
47,94.870035,95.04536,10
40,95.06484,96.116787,6
47,95.06484,96.116787,9
44,93.5064,96.311592,8
40,96.23367,96.584319,6
47,96.23367,96.584319,9
46,96.62328,96.798604,7
51,96.62328,96.798604,10
46,96.818085,96.993409,7
51,96.818085,96.993409,10
46,97.01289,97.188215,7
51,97.01289,97.188215,10
46,97.207695,97.38302,7
51,97.207695,97.38302,10
46,97.4025,97.753149,7
51,97.4025,97.753149,10
46,97.79211,97.967434,7
51,97.79211,97.967434,10
46,97.986915,98.162239,7
51,97.986915,98.162239,10
46,98.18172,98.357045,7
51,98.18172,98.357045,10
46,98.376525,98.55185,7
51,98.376525,98.55185,10
46,98.57133,98.921979,7
51,98.57133,98.921979,10
46,98.96094,99.662238,7
51,98.96094,99.662238,10
44,99.74016,100.090809,7
44,99.74016,100.090809,6
44,100.12977,100.480419,6
44,100.51938,100.792107,6
51,99.74016,100.792107,10
44,100.90899,101.084315,7
44,100.90899,101.084315,6
51,100.90899,101.084315,10
44,101.103795,101.259639,6
51,101.103795,101.27912,10
40,101.2986,101.649249,6
40,101.2986,101.649249,8
40,101.68821,102.038859,8
40,102.07782,102.350547,8
47,101.2986,102.350547,10
40,102.46743,102.642754,8
40,102.46743,102.642754,8
47,102.46743,102.642754,10
40,102.662235,102.818079,8
47,102.662235,102.837559,10
42,102.85704,103.207689,7
42,103.24665,103.597299,7
47,102.85704,103.908987,9
54,102.85704,103.908987,10
42,103.63626,103.986909,6
47,104.02587,104.201194,8
54,104.02587,104.201194,10
42,104.02587,104.376519,6
47,104.220675,104.396,8
54,104.220675,104.396,10
51,104.41548,104.766129,6
51,104.41548,104.766129,6
51,104.80509,105.155739,6
51,105.1947,105.467427,6
58,104.41548,105.467427,10
51,105.58431,105.759635,7
51,105.58431,105.759635,6
58,105.58431,105.759635,10
51,105.779115,105.934959,6
58,105.779115,105.95444,10
44,105.97392,106.324569,6
44,105.97392,106.324569,6
44,106.36353,106.714179,6
44,106.75314,107.025867,6
51,105.97392,107.025867,10
44,107.14275,107.318075,7
44,107.14275,107.318075,6
51,107.14275,107.318075,10
44,107.337555,107.493399,6
51,107.337555,107.512879,10
40,107.53236,107.883009,6
40,107.53236,107.883009,8
40,107.92197,108.272619,8
40,108.31158,108.584307,8
47,107.53236,108.584307,10
40,108.70119,108.876514,8
40,108.70119,108.876514,8
47,108.70119,108.876514,10
40,108.895995,109.051839,6
47,108.895995,109.07132,7
47,109.0908,109.441449,7
47,109.0908,109.441449,7
47,109.48041,109.831059,7
47,109.87002,110.142747,6
54,109.0908,110.142747,8
47,110.25963,110.434955,6
47,110.25963,110.434955,6
54,110.25963,110.434955,8
47,110.454435,110.610279,6
54,110.454435,110.62976,10
42,110.64924,110.999889,6
42,110.64924,110.999889,6
42,111.03885,111.389499,6
42,111.42846,111.701187,6
49,110.64924,111.701187,10
42,111.81807,111.993395,6
42,111.81807,111.993395,6
49,111.81807,111.993395,10
42,112.012875,112.168719,6
49,112.012875,112.188199,7
49,112.20768,112.558329,6
49,112.20768,112.558329,6
49,112.59729,112.947939,6
49,112.9869,113.259627,6
56,112.20768,113.259627,10
49,113.37651,113.551834,6
49,113.37651,113.551834,6
56,113.37651,113.551834,10
49,113.571315,113.727159,6
56,113.571315,113.74664,10
45,113.76612,114.116769,6
45,113.76612,114.116769,6
45,114.15573,114.506379,6
45,114.54534,114.818067,6
52,113.76612,114.818067,10
45,114.93495,115.110275,7
45,114.93495,115.110275,6
52,114.93495,115.110275,10
45,115.129755,115.285599,6
52,115.129755,115.30508,7
52,115.32456,115.675209,7
52,115.32456,115.675209,7
52,115.71417,116.064819,7
52,116.10378,116.376507,6
59,115.32456,116.376507,10
52,116.49339,116.668715,8
52,116.49339,116.668715,8
59,116.49339,116.668715,10
52,116.688195,116.844039,8
59,116.688195,116.86352,10
47,116.883,117.233649,6
47,116.883,117.233649,6
47,117.27261,117.623259,6
47,117.66222,117.934947,6
54,116.883,117.934947,8
47,118.05183,118.227154,6
47,118.05183,118.227154,6
54,118.05183,118.227154,8
47,118.246635,118.402479,6
54,118.246635,118.421959,10
45,118.44144,121.246632,6
45,118.44144,121.246632,6
52,118.44144,121.246632,8
47,121.55832,124.363512,7
47,121.55832,124.363512,6
54,121.55832,124.363512,10
44,127.79208,128.142729,6
51,128.18169,128.532339,7
