1,6,6
2,7,7
5,10,10
1,6,6
2,7,7
5,10,10
1,6,6
2,7,7
5,10,10
1,6,6
2,7,7
5,10,10
1,6,6
2,7,7
5,10,10
1,6,6
2,7,7
5,10,10
1,6,6
2,7,7
5,10,10
1,6,6
2,7,7
5,10,10
1,6,6
3,8,8
5,10,10
1,6,6
2,7,7
4,9,9
1,6,6
2,7,7
5,10,10
1,6,6
2,7,7
5,10,10
1,6,6
2,7,7
5,10,10
1,6,6
2,7,7
5,10,10
1,6,6
1,6,6
2,7,7
5,10,10
1,6,6
1,6,6
2,7,7
5,10,10
1,6,6
1,6,6
2,7,7
5,10,10
1,6,6
1,6,6
2,7,7
5,10,10
2,7,7
1,6,6
2,7,7
5,10,10
1,6,6
1,6,6
2,7,7
5,10,10
1,6,6
5,10,10
1,6,6
4,9,9
1,6,6
1,6,6
2,7,7
5,10,10
1,6,6
5,10,10
1,6,6
5,10,10
1,6,6
1,6,6
2,7,7
4,9,9
1,6,6
3,8,8
1,6,6
5,10,10
1,6,6
5,10,10
1,6,6
5,10,10
1,6,6
4,9,9
1,6,6
5,10,10
3,8,8
1,6,6
5,10,10
3,8,8
1,6,6
5,10,10
1,6,6
5,10,10
3,8,8
1,6,6
5,10,10
1,6,6
5,10,10
1,6,6
5,10,10
1,6,6
5,10,10
1,6,6
5,10,10
1,6,6
5,10,10
1,6,6
5,10,10
3,8,8
1,6,6
2,7,7
1,6,6
2,7,7
5,10,10
1,6,6
1,6,6
2,7,7
5,10,10
1,6,6
1,6,6
2,7,7
5,10,10
1,6,6
1,6,6
2,7,7
5,10,10
2,7,7
1,6,6
2,7,7
5,10,10
1,6,6
1,6,6
2,7,7
5,10,10
1,6,6
5,10,10
1,6,6
4,9,9
1,6,6
1,6,6
2,7,7
5,10,10
1,6,6
5,10,10
1,6,6
5,10,10
1,6,6
1,6,6
2,7,7
4,9,9
1,6,6
3,8,8
1,6,6
5,10,10
1,6,6
5,10,10
1,6,6
5,10,10
1,6,6
4,9,9
1,6,6
5,10,10
1,6,6
5,10,10
1,6,6
5,10,10
1,6,6
1,6,6
1,6,6
1,6,6
5,10,10
2,7,7
1,6,6
5,10,10
1,6,6
5,10,10
1,6,6
1,6,6
1,6,6
1,6,6
3,8,8
1,6,6
1,6,6
3,8,8
1,6,6
3,8,8
1,6,6
1,6,6
1,6,6
1,6,6
4,9,9
1,6,6
1,6,6
5,10,10
2,7,7
5,10,10
1,6,6
1,6,6
1,6,6
1,6,6
5,10,10
2,7,7
1,6,6
5,10,10
1,6,6
3,8,8
2,7,7
1,6,6
1,6,6
1,6,6
5,10,10
2,7,7
1,6,6
5,10,10
1,6,6
5,10,10
1,6,6
1,6,6
1,6,6
1,6,6
3,8,8
1,6,6
1,6,6
3,8,8
1,6,6
5,10,10
1,6,6
1,6,6
1,6,6
2,7,7
5,10,10
2,7,7
2,7,7
5,10,10
2,7,7
3,8,8
4,9,9
4,9,9
4,9,9
1,6,6
5,10,10
1,6,6
4,9,9
4,9,9
4,9,9
1,6,6
1,6,6
1,6,6
1,6,6
1,6,6
5,10,10
2,7,7
1,6,6
5,10,10
1,6,6
2,7,7
3,8,8
3,8,8
3,8,8
2,7,7
5,10,10
2,7,7
4,9,9
3,8,8
3,8,8
2,7,7
2,7,7
2,7,7
2,7,7
1,6,6
3,8,8
1,6,6
1,6,6
3,8,8
1,6,6
5,10,10
1,6,6
1,6,6
1,6,6
1,6,6
5,10,10
1,6,6
1,6,6
5,10,10
1,6,6
3,8,8
1,6,6
5,10,10
3,8,8
5,10,10
3,8,8
5,10,10
1,6,6
4,9,9
3,8,8
1,6,6
4,9,9
2,7,7
5,10,10
2,7,7
5,10,10
2,7,7
5,10,10
2,7,7
5,10,10
2,7,7
5,10,10
2,7,7
5,10,10
2,7,7
5,10,10
2,7,7
5,10,10
2,7,7
5,10,10
2,7,7
5,10,10
2,7,7
5,10,10
2,7,7
1,6,6
1,6,6
1,6,6
5,10,10
2,7,7
1,6,6
5,10,10
1,6,6
5,10,10
1,6,6
3,8,8
3,8,8
3,8,8
5,10,10
3,8,8
3,8,8
5,10,10
3,8,8
5,10,10
2,7,7
2,7,7
4,9,9
5,10,10
1,6,6
3,8,8
5,10,10
1,6,6
3,8,8
5,10,10
1,6,6
1,6,6
1,6,6
1,6,6
5,10,10
2,7,7
1,6,6
5,10,10
1,6,6
5,10,10
1,6,6
1,6,6
1,6,6
1,6,6
5,10,10
2,7,7
1,6,6
5,10,10
1,6,6
5,10,10
1,6,6
3,8,8
3,8,8
3,8,8
5,10,10
3,8,8
3,8,8
5,10,10
1,6,6
2,7,7
2,7,7
2,7,7
2,7,7
1,6,6
3,8,8
1,6,6
1,6,6
3,8,8
1,6,6
5,10,10
1,6,6
1,6,6
1,6,6
1,6,6
5,10,10
1,6,6
1,6,6
5,10,10
1,6,6
2,7,7
1,6,6
1,6,6
1,6,6
1,6,6
5,10,10
1,6,6
1,6,6
5,10,10
1,6,6
5,10,10
1,6,6
1,6,6
1,6,6
1,6,6
5,10,10
2,7,7
1,6,6
5,10,10
1,6,6
2,7,7
2,7,7
2,7,7
2,7,7
1,6,6
5,10,10
3,8,8
3,8,8
5,10,10
3,8,8
5,10,10
1,6,6
1,6,6
1,6,6
1,6,6
3,8,8
1,6,6
1,6,6
3,8,8
1,6,6
5,10,10
1,6,6
1,6,6
3,8,8
2,7,7
1,6,6
5,10,10
1,6,6
2,7,7
5,10,10
3,8,8
1,6,6
3,8,8
4,9,9
5,10,10
3,8,8
1,6,6
5,10,10
2,7,7
5,10,10
1,6,6
2,7,7
5,10,10
4,9,9
2,7,7
4,9,9
1,6,6
2,7,7
4,9,9
1,6,6
3,8,8
1,6,6
5,10,10
4,9,9
2,7,7
4,9,9
1,6,6
2,7,7
5,10,10
3,8,8
1,6,6
2,7,7
5,10,10
4,9,9
2,7,7
1,6,6
2,7,7
5,10,10
3,8,8
1,6,6
3,8,8
4,9,9
5,10,10
3,8,8
1,6,6
5,10,10
2,7,7
5,10,10
1,6,6
2,7,7
5,10,10
4,9,9
2,7,7
4,9,9
1,6,6
2,7,7
4,9,9
1,6,6
3,8,8
1,6,6
5,10,10
4,9,9
2,7,7
4,9,9
1,6,6
2,7,7
5,10,10
3,8,8
1,6,6
2,7,7
5,10,10
3,8,8
1,6,6
4,9,9
1,6,6
3,8,8
4,9,9
5,10,10
4,9,9
3,8,8
2,7,7
4,9,9
1,6,6
1,6,6
2,7,7
3,8,8
4,9,9
1,6,6
2,7,7
5,10,10
3,8,8
1,6,6
3,8,8
1,6,6
2,7,7
3,8,8
5,10,10
4,9,9
3,8,8
1,6,6
2,7,7
4,9,9
1,6,6
3,8,8
1,6,6
5,10,10
4,9,9
3,8,8
1,6,6
2,7,7
4,9,9
1,6,6
3,8,8
4,9,9
5,10,10
4,9,9
2,7,7
1,6,6
2,7,7
5,10,10
3,8,8
4,9,9
1,6,6
2,7,7
5,10,10
3,8,8
1,6,6
3,8,8
1,6,6
2,7,7
3,8,8
5,10,10
4,9,9
3,8,8
2,7,7
1,6,6
3,8,8
4,9,9
1,6,6
1,6,6
2,7,7
3,8,8
5,10,10
1,6,6
1,6,6
2,7,7
4,9,9
5,10,10
1,6,6
2,7,7
4,9,9
1,6,6
3,8,8
1,6,6
5,10,10
4,9,9
3,8,8
1,6,6
2,7,7
4,9,9
3,8,8
4,9,9
1,6,6
2,7,7
5,10,10
4,9,9
1,6,6
2,7,7
5,10,10
3,8,8
4,9,9
1,6,6
2,7,7
5,10,10
4,9,9
2,7,7
1,6,6
4,9,9
3,8,8
2,7,7
1,6,6
2,7,7
3,8,8
1,6,6
1,6,6
1,6,6
1,6,6
3,8,8
1,6,6
1,6,6
5,10,10
1,6,6
1,6,6
1,6,6
1,6,6
5,10,10
2,7,7
1,6,6
5,10,10
1,6,6
1,6,6
2,7,7
5,10,10
2,7,7
1,6,6
2,7,7
5,10,10
2,7,7
1,6,6
2,7,7
5,10,10
1,6,6
1,6,6
2,7,7
5,10,10
2,7,7
2,7,7
2,7,7
1,6,6
3,8,8
1,6,6
1,6,6
5,10,10
1,6,6
1,6,6
1,6,6
1,6,6
5,10,10
2,7,7
1,6,6
5,10,10
1,6,6
1,6,6
2,7,7
5,10,10
2,7,7
1,6,6
2,7,7
5,10,10
2,7,7
1,6,6
2,7,7
5,10,10
1,6,6
1,6,6
2,7,7
5,10,10
1,6,6
1,6,6
2,7,7
5,10,10
1,6,6
1,6,6
2,7,7
5,10,10
1,6,6
1,6,6
2,7,7
5,10,10
2,7,7
1,6,6
2,7,7
5,10,10
2,7,7
2,7,7
2,7,7
1,6,6
3,8,8
1,6,6
1,6,6
3,8,8
5,10,10
5,10,10
5,10,10
2,7,7
5,10,10
5,10,10
5,10,10
2,7,7
5,10,10
1,6,6
3,8,8
5,10,10
1,6,6
3,8,8
4,9,9
1,6,6
1,6,6
1,6,6
5,10,10
2,7,7
1,6,6
5,10,10
1,6,6
5,10,10
1,6,6
1,6,6
1,6,6
1,6,6
3,8,8
1,6,6
1,6,6
3,8,8
1,6,6
3,8,8
1,6,6
1,6,6
1,6,6
1,6,6
4,9,9
1,6,6
1,6,6
5,10,10
2,7,7
5,10,10
1,6,6
1,6,6
1,6,6
1,6,6
5,10,10
2,7,7
1,6,6
5,10,10
1,6,6
3,8,8
2,7,7
1,6,6
1,6,6
1,6,6
5,10,10
2,7,7
1,6,6
5,10,10
1,6,6
5,10,10
1,6,6
1,6,6
1,6,6
1,6,6
3,8,8
1,6,6
1,6,6
3,8,8
1,6,6
5,10,10
1,6,6
1,6,6
1,6,6
2,7,7
5,10,10
2,7,7
2,7,7
5,10,10
2,7,7
3,8,8
4,9,9
4,9,9
4,9,9
1,6,6
5,10,10
1,6,6
4,9,9
4,9,9
4,9,9
1,6,6
1,6,6
1,6,6
1,6,6
1,6,6
5,10,10
2,7,7
1,6,6
5,10,10
1,6,6
2,7,7
3,8,8
3,8,8
3,8,8
2,7,7
5,10,10
2,7,7
4,9,9
3,8,8
3,8,8
2,7,7
2,7,7
2,7,7
2,7,7
1,6,6
3,8,8
1,6,6
1,6,6
3,8,8
1,6,6
5,10,10
1,6,6
1,6,6
1,6,6
1,6,6
5,10,10
1,6,6
1,6,6
5,10,10
1,6,6
3,8,8
1,6,6
1,6,6
3,8,8
1,6,6
3,8,8
3,8,8
3,8,8
3,8,8
3,8,8
3,8,8
3,8,8
3,8,8
3,8,8
1,6,6
5,10,10
1,6,6
1,6,6
1,6,6
1,6,6
5,10,10
2,7,7
1,6,6
5,10,10
1,6,6
5,10,10
1,6,6
3,8,8
3,8,8
3,8,8
5,10,10
3,8,8
3,8,8
5,10,10
3,8,8
5,10,10
2,7,7
2,7,7
4,9,9
5,10,10
1,6,6
3,8,8
5,10,10
1,6,6
3,8,8
5,10,10
1,6,6
1,6,6
1,6,6
1,6,6
5,10,10
2,7,7
1,6,6
5,10,10
1,6,6
5,10,10
1,6,6
1,6,6
1,6,6
1,6,6
5,10,10
2,7,7
1,6,6
5,10,10
1,6,6
5,10,10
1,6,6
3,8,8
3,8,8
3,8,8
5,10,10
3,8,8
3,8,8
5,10,10
1,6,6
2,7,7
2,7,7
2,7,7
2,7,7
1,6,6
3,8,8
1,6,6
1,6,6
3,8,8
1,6,6
5,10,10
1,6,6
1,6,6
1,6,6
1,6,6
5,10,10
1,6,6
1,6,6
5,10,10
1,6,6
2,7,7
1,6,6
1,6,6
1,6,6
1,6,6
5,10,10
1,6,6
1,6,6
5,10,10
1,6,6
5,10,10
1,6,6
1,6,6
1,6,6
1,6,6
5,10,10
2,7,7
1,6,6
5,10,10
1,6,6
2,7,7
2,7,7
2,7,7
2,7,7
1,6,6
5,10,10
3,8,8
3,8,8
5,10,10
3,8,8
5,10,10
1,6,6
1,6,6
1,6,6
1,6,6
3,8,8
1,6,6
1,6,6
3,8,8
1,6,6
5,10,10
1,6,6
1,6,6
3,8,8
2,7,7
1,6,6
2,7,7
